dist_code,hlcit_code,district,vdc,priority,above_1500,num_hh_damage,pct_damage,target_hh,in_db,map_cd,census_hh_dmg,hh_above_1500,hh_below_1500
524 2 06 31,524 2 06 31 5 015,Makwanpur,Budhichaur,t,f,258,,,f,-4,,568,172
524 2 06 31,524 2 06 31 5 016,Makwanpur,Basamadi,t,f,0,1,,f,-4,,722,6392
524 2 06 31,524 2 06 31 5 018,Makwanpur,Sarikhet Palase,t,f,290,,,f,-4,,878,2158
524 2 06 31,524 2 06 31 5 019,Makwanpur,Raksirang,t,f,396,,,f,-4,,288,2016
524 2 06 31,524 2 06 31 5 020,Makwanpur,Kankada,t,f,602,,,f,-4,,1884,724
524 2 06 31,524 2 06 31 5 024,Makwanpur,Bharta Pundyadevi,t,f,278,,,f,-4,,452,934
524 2 06 31,524 2 06 31 5 025,Makwanpur,Kalikatar,t,f,378,,,f,-4,,648,944
524 2 05 27,524 2 05 27 5 023,Kathmandu,Gokarneswor,t,f,453,,,f,-4,,,3536
524 2 05 28,524 2 05 28 5 039,Nuwakot,Halde Kalika,t,f,753,,,f,-4,,,1506
524 2 06 31,524 2 06 31 5 005,Makwanpur,Churiyamai,t,f,357,,,f,-4,,,5960
524 2 06 31,524 2 06 31 5 009,Makwanpur,Hurnamadi,t,f,920,,,f,-4,,,3048
524 2 06 31,524 2 06 31 5 017,Makwanpur,Handikhola,t,f,1053,,,f,-4,,,7352
524 2 06 31,524 2 06 31 5 022,Makwanpur,Padam Pokhari,t,f,1889,,,f,-4,,,7214
524 3 07 36,524 3 07 36 3 001,Gorkha,Gorkha Municipality,t,f,7277,,,f,-4,,,17586
524 3 07 36,524 3 07 36 5 005,Gorkha,Bungkot,t,f,1754,,,f,-4,,,3202
524 3 07 36,524 3 07 36 5 013,Gorkha,Ghairung,t,f,1053,,,f,-4,,,1932
524 3 07 36,524 3 07 36 5 018,Gorkha,Aanppipal,t,f,0,1,,f,-4,,,2246
524 3 07 36,524 3 07 36 5 027,Gorkha,Chyangli,t,f,0,1,,f,-4,,,3064
524 3 07 36,524 3 07 36 5 053,Gorkha,Aarupokhari,t,f,1232,,,f,-4,,,2158
524 3 07 36,524 3 07 36 5 057,Gorkha,Masel,t,f,1019,,,f,-4,,,2030
524 3 07 36,524 3 07 36 5 063,Gorkha,Takukot,t,f,1066,,,f,-4,,,1804
524 2 05 24,524 2 05 24 5 016,Kavrepalanchok,Methinkot,t,f,0,1,1124,t,-2,,,2110
524 2 05 25,524 2 05 25 2 001,Lalitpur,Lalitpur Sub-metropolitan City,t,f,14106,0.07096271090316178,1001,t,-2,,,109162
524 2 05 30,524 2 05 30 5 010,Dhading,Budhathum,t,f,1102,0.93647912885662432,1032,t,-2,,,1732
524 2 05 27,524 2 05 27 5 006,Kathmandu,Indrayani,t,f,185,,,f,-4,,,1434
524 2 05 27,524 2 05 27 5 009,Kathmandu,Mulpani,t,f,711,,,f,-4,,,5294
524 2 05 27,524 2 05 27 5 025,Kathmandu,Tokha Sarswoti,t,f,301,,,f,-4,,,2378
524 2 05 27,524 2 05 27 5 033,Kathmandu,Manmaiju,t,f,2760,,,f,-4,,,21898
524 2 05 27,524 2 05 27 5 034,Kathmandu,Dharmasthali,t,f,365,,,f,-4,,,2842
524 2 05 28,524 2 05 28 3 001,Nuwakot,Bidur Municipality,t,f,6270,,,f,-4,,,12540
524 2 05 26,524 2 05 26 5 008,Bhaktapur,Jhaukhel,t,f,717,,,f,-4,,,3262
524 2 05 27,524 2 05 27 5 011,Kathmandu,Aalapot,t,f,173,,,f,-4,,,1342
524 2 05 27,524 2 05 27 5 027,Kathmandu,Dhapasi,t,f,2070,,,f,-4,,,16404
524 2 05 27,524 2 05 27 5 031,Kathmandu,Futung,t,f,271,,,f,-4,,,2128
524 2 05 27,524 2 05 27 5 056,Kathmandu,Tinthana,t,f,636,,,f,-4,,,5014
524 2 05 27,524 2 05 27 5 057,Kathmandu,Naikap Naya Bhanjyang,t,f,503,,,f,-4,,,3960
524 2 05 28,524 2 05 28 5 037,Nuwakot,Ganeshthan,t,f,807,,,f,-4,,,1614
524 2 05 28,524 2 05 28 5 040,Nuwakot,Khanigaun,t,f,1210,,,f,-4,,,2420
524 2 05 28,524 2 05 28 5 041,Nuwakot,Kharanitar,t,f,375,,,f,-4,,,750
524 2 06 31,524 2 06 31 5 014,Makwanpur,Shikharpur,t,f,492,,,f,-4,,,2108
524 3 07 36,524 3 07 36 5 001,Gorkha,Nareshwor,t,f,0,1,,f,-4,,,2052
524 3 07 36,524 3 07 36 5 008,Gorkha,Fujel,t,f,1283,,,f,-4,,,2306
524 3 07 36,524 3 07 36 5 009,Gorkha,Taple,t,f,1313,,,f,-4,,,2240
524 3 07 36,524 3 07 36 5 033,Gorkha,Deurali,t,f,1085,,,f,-4,,,2844
524 3 07 36,524 3 07 36 5 052,Gorkha,Aaru Chanaute,t,f,1064,,,f,-4,,,2138
524 3 07 36,524 3 07 36 5 058,Gorkha,Pandrung,t,f,648,,,f,-4,,,1328
524 2 05 24,524 2 05 24 5 078,Kavrepalanchok,Dolalghat,t,f,372,2.2419354838709675,834,t,-2,,,934
524 2 05 26,524 2 05 26 3 002,Bhaktapur,Madhyapur Thimi Municipality,t,f,8872,0.0038322813345356178,34,t,-2,,,40604
524 2 05 27,524 2 05 27 1 001,Kathmandu,Kathmandu Metropolitan City,t,f,66932,0.0039741827526444751,266,t,-2,,,508584
524 2 05 28,524 2 05 28 5 020,Nuwakot,Ratmate,t,f,822,1.2627737226277371,1038,t,-2,,,1644
524 2 05 28,524 2 05 28 5 028,Nuwakot,Chaughada,t,f,1164,0.42955326460481097,500,t,-2,,,2328
524 2 05 30,524 2 05 30 5 025,Dhading,Murali Bhanjyang,t,f,0,1,,f,-4,,,3346
524 2 05 30,524 2 05 30 5 029,Dhading,Goganpani,t,f,1511,,,f,-4,,,2266
524 2 05 30,524 2 05 30 5 037,Dhading,Benighat,t,f,1516,,,f,-4,,,4246
524 2 06 31,524 2 06 31 5 012,Makwanpur,Faparbari,t,f,1132,,,f,-4,,,6442
524 3 07 36,524 3 07 36 5 025,Gorkha,Mirkot,t,f,1349,,,f,-4,,,2776
524 3 07 36,524 3 07 36 5 034,Gorkha,Dhunwakot,t,f,924,,,f,-4,,,2220
524 3 07 36,524 3 07 36 5 055,Gorkha,Dhawa,t,f,1038,,,f,-4,,,1762
524 2 05 24,524 2 05 24 5 060,Kavrepalanchok,Gairi Bisouna Deupur,t,f,1285,0.045914396887159536,59,t,-2,,,2406
524 2 05 24,524 2 05 24 5 080,Kavrepalanchok,Koshidekha,t,f,325,1.8830769230769231,612,t,-2,,,922
524 2 05 25,524 2 05 25 5 038,Lalitpur,Bungamati,t,f,323,3.9411764705882355,1273,t,-2,,,2608
524 2 05 30,524 2 05 30 5 012,Dhading,Mulpani,t,f,0,1,811,t,-2,,,1498
524 2 05 30,524 2 05 30 5 048,Dhading,Jeewanpur,t,f,2005,1.3466334164588529,2700,t,-2,,,3840
524 2 05 26,524 2 05 26 5 009,Bhaktapur,Balkot,t,f,1750,,,f,-4,,,7998
524 2 05 27,524 2 05 27 5 012,Kathmandu,Jorpati,t,f,5539,,,f,-4,,,43724
524 2 05 27,524 2 05 27 5 021,Kathmandu,Mahankal,t,f,1126,,,f,-4,,,8842
524 2 05 30,524 2 05 30 5 022,Dhading,Khari,t,f,1326,,,f,-4,,,2102
524 2 06 31,524 2 06 31 3 001,Makwanpur,Hetauda Municipality,t,f,874,,,f,-4,,,39702
524 2 06 31,524 2 06 31 5 002,Makwanpur,Manthali,t,f,514,,,f,-4,,,1018
524 2 06 31,524 2 06 31 5 007,Makwanpur,Makwanpurgadhi,t,f,1177,,,f,-4,,,5152
524 2 06 31,524 2 06 31 5 011,Makwanpur,Raigaun,t,f,104,,,f,-4,,,3786
524 2 06 31,524 2 06 31 5 021,Makwanpur,Manahari,t,f,1217,,,f,-4,,,8430
524 3 07 36,524 3 07 36 5 002,Gorkha,Finam,t,f,0,1,,f,-4,,,1532
524 3 07 36,524 3 07 36 5 020,Gorkha,Harmi,t,f,1134,,,f,-4,,,1814
524 3 07 36,524 3 07 36 5 029,Gorkha,Gaikhur,t,f,0,1,,f,-4,,,2552
524 3 07 36,524 3 07 36 5 030,Gorkha,Khoplang,t,f,1554,,,f,-4,,,2774
524 3 07 36,524 3 07 36 5 031,Gorkha,Palungtar,t,f,5675,,,f,-4,,,4216
524 2 05 30,524 2 05 30 5 006,Dhading,Aginchok,t,f,1094,1.913162705667276,2093,t,-2,,,1746
524 2 05 30,524 2 05 30 5 021,Dhading,Dhola,t,f,1248,0.92788461538461542,1158,t,-2,,,1996
524 2 05 30,524 2 05 30 5 030,Dhading,Chainpur,t,f,1830,,,f,-4,,,3028
524 2 05 30,524 2 05 30 5 036,Dhading,Kewalpur,t,f,1420,,,f,-4,,,2208
524 2 06 31,524 2 06 31 5 006,Makwanpur,Hatiya,t,f,228,,,f,-4,,,5502
524 2 06 31,524 2 06 31 5 013,Makwanpur,Betini,t,f,610,,,f,-4,,,1234
524 3 07 36,524 3 07 36 5 003,Gorkha,Asrang,t,f,928,,,f,-4,,,1662
524 3 07 36,524 3 07 36 5 004,Gorkha,Borlang,t,f,1381,,,f,-4,,,2358
524 2 04 21,524 2 04 21 5 020,Ramechhap,Gumdel,t,t,453,1.1788079470198676,534,t,1.1788079470198676,,994,
524 2 05 28,524 2 05 28 5 055,Nuwakot,Samari,t,t,1207,0.6685998342999171,807,t,0.6685998342999171,,2414,
524 2 04 22,524 2 04 22 5 039,Dolakha,Bigu,t,t,560,2.3607142857142858,1322,t,2.3607142857142858,,812,
524 2 04 22,524 2 04 22 5 042,Dolakha,Khopachagu,t,t,789,0.77313054499366285,610,t,0.77313054499366285,,952,
524 3 07 36,524 3 07 36 5 045,Gorkha,Kashigaun,t,t,384,1.2708333333333333,488,t,1.2708333333333333,,828,
524 1 03 13,524 1 03 13 5 026,Okhaldhunga,Ragani,t,t,918,0.99128540305010893,910,t,0.99128540305010893,,1302,194
524 2 05 23,524 2 05 23 5 023,Sindhupalchok,Sunkhani,t,t,1562,0.10307298335467349,161,t,0.10307298335467349,,1112,140
524 2 05 24,524 2 05 24 5 081,Kavrepalanchok,Kharelthok,t,f,622,1.32475884244373,824,t,-2,,,1252
524 2 05 28,524 2 05 28 5 025,Nuwakot,Rautbesi,t,t,654,0.45871559633027525,300,t,0.45871559633027525,,998,310
524 2 05 30,524 2 05 30 5 001,Dhading,Darkha,t,t,1436,1,1436,t,1,,1244,998
524 2 05 23,524 2 05 23 5 020,Sindhupalchok,Lisankhu,t,t,1791,,,f,-1,,1876,
524 2 05 24,524 2 05 24 5 056,Kavrepalanchok,Nasikasthan Sanga,t,t,1021,,,f,-1,,2610,
524 2 05 29,524 2 05 29 5 012,Rasuwa,Chilime,t,t,453,0.69977924944812364,317,t,0.69977924944812364,,680,
524 2 04 22,524 2 04 22 5 050,Dolakha,Sailungeswor,t,t,1372,0.36443148688046645,500,t,0.36443148688046645,,1982,
524 2 05 29,524 2 05 29 5 018,Rasuwa,Goljung,t,t,317,0.99684542586750791,316,t,0.99684542586750791,,538,
524 2 05 28,524 2 05 28 5 030,Nuwakot,Ghyangphedi,t,t,604,1.259933774834437,761,t,1.259933774834437,,1208,
524 3 07 36,524 3 07 36 5 037,Gorkha,Bihi,t,t,223,1.053811659192825,235,t,1.053811659192825,,416,
524 2 04 22,524 2 04 22 5 028,Dolakha,Bocha,t,t,927,1.1725997842502698,1087,t,1.1725997842502698,,1550,
524 2 04 22,524 2 04 22 5 047,Dolakha,Bhusafeda,t,t,728,0.95329670329670335,694,t,0.95329670329670335,,1038,
524 2 05 23,524 2 05 23 5 068,Sindhupalchok,Thangpalkot,t,t,640,1.1343749999999999,726,t,1.1343749999999999,,1306,
524 2 05 23,524 2 05 23 5 058,Sindhupalchok,Ichok,t,t,2866,0.53768318213538036,1541,t,0.53768318213538036,,2540,
524 2 04 22,524 2 04 22 5 010,Dolakha,Jungu,t,t,1172,0.44197952218430037,518,t,0.44197952218430037,,1876,
524 2 05 23,524 2 05 23 5 057,Sindhupalchok,Gumba,t,t,1503,0.91616766467065869,1377,t,0.91616766467065869,,1348,
524 2 05 29,524 2 05 29 5 016,Rasuwa,Bridhim,t,t,164,1.2195121951219512,200,t,1.2195121951219512,,322,
524 2 06 31,524 2 06 31 5 029,Makwanpur,Palung,t,t,1689,0.22202486678507993,375,t,0.22202486678507993,,2472,
524 3 07 36,524 3 07 36 5 043,Gorkha,Sirdibas,t,t,341,2.0351906158357771,694,t,2.0351906158357771,,1144,
524 2 05 23,524 2 05 23 5 069,Sindhupalchok,Bhotang,t,t,825,1.0048484848484849,829,t,1.0048484848484849,,1248,
524 1 03 13,524 1 03 13 5 027,Okhaldhunga,Rawadolu,t,t,409,0.33496332518337407,137,t,0.33496332518337407,,674,
524 2 04 21,524 2 04 21 5 015,Ramechhap,Gupteshwor,t,t,422,0.97867298578199047,413,t,0.97867298578199047,,722,
524 2 05 29,524 2 05 29 5 003,Rasuwa,Yarsa,t,t,911,2.0065861690450055,1828,t,2.0065861690450055,,1640,
524 2 05 23,524 2 05 23 5 032,Sindhupalchok,Selang,t,t,1182,0.56260575296108295,665,t,0.56260575296108295,,1052,
524 2 05 24,524 2 05 24 5 062,Kavrepalanchok,Kushadevi,t,t,1948,1.1447638603696098,2230,t,1.1447638603696098,,3098,
524 2 06 31,524 2 06 31 5 034,Makwanpur,Markhu,t,t,794,0.95340050377833752,757,t,0.95340050377833752,,1268,
524 2 05 23,524 2 05 23 5 017,Sindhupalchok,Ghorthali,t,t,1077,0.3955431754874652,426,t,0.3955431754874652,,930,
524 2 04 21,524 2 04 21 5 013,Ramechhap,Duragaun,t,t,771,1.0635538261997406,820,t,1.0635538261997406,,1304,
524 2 05 23,524 2 05 23 5 054,Sindhupalchok,Banskharka,t,t,576,,,f,-1,,1176,
524 2 05 25,524 2 05 25 5 013,Lalitpur,Sankhu,t,t,117,,,f,-1,,924,
524 2 05 29,524 2 05 29 5 011,Rasuwa,Gatlang,t,t,531,2.5743879472693032,1367,t,2.5743879472693032,,800,
524 2 04 22,524 2 04 22 5 022,Dolakha,Khare,t,t,583,1.3464837049742711,785,t,1.3464837049742711,,864,
524 3 07 36,524 3 07 36 5 041,Gorkha,Prok,t,t,227,0.97356828193832601,221,t,0.97356828193832601,,374,
524 2 05 29,524 2 05 29 5 002,Rasuwa,Dhunche,t,t,704,0.56818181818181823,400,t,0.56818181818181823,,1428,
524 2 04 22,524 2 04 22 5 041,Dolakha,Kalinchowk,t,t,639,1.9624413145539905,1254,t,1.9624413145539905,,1082,
524 2 05 28,524 2 05 28 5 035,Nuwakot,Urleni,t,t,768,1.2005208333333333,922,t,1.2005208333333333,,1536,
524 2 05 24,524 2 05 24 5 041,Kavrepalanchok,Puranogaun Dapcha,t,t,0,1,642,t,1,,886,
524 2 05 30,524 2 05 30 5 005,Dhading,Sertung,t,t,1175,1.0093617021276595,1186,t,1.0093617021276595,,1634,
524 2 05 23,524 2 05 23 5 007,Sindhupalchok,Listikot,t,t,902,2.4933481152993346,2249,t,2.4933481152993346,,1898,
524 3 07 36,524 3 07 36 5 066,Gorkha,Ghyachok,t,t,426,1.0868544600938967,463,t,1.0868544600938967,,832,
524 1 03 13,524 1 03 13 5 024,Okhaldhunga,Khijifalate,t,t,807,0.2701363073110285,218,t,0.2701363073110285,,1412,
524 3 07 36,524 3 07 36 5 044,Gorkha,Gumda,t,t,626,1.0303514376996805,645,t,1.0303514376996805,,1070,
524 2 05 29,524 2 05 29 5 001,Rasuwa,Haku,t,t,704,1.5653409090909092,1102,t,1.5653409090909092,,886,
524 2 04 22,524 2 04 22 5 040,Dolakha,Chilankha,t,t,1020,1.4539215686274509,1483,t,1.4539215686274509,,1322,
524 2 05 28,524 2 05 28 5 022,Nuwakot,Betini,t,t,873,1.2405498281786942,1083,t,1.2405498281786942,,1746,
524 2 05 23,524 2 05 23 5 025,Sindhupalchok,Thulo Pakhar,t,t,1200,0.81000000000000005,972,t,0.81000000000000005,,1516,
524 2 05 24,524 2 05 24 5 057,Kavrepalanchok,Tukucha Nala,t,t,1255,0.65418326693227091,821,t,0.65418326693227091,,2058,
524 3 07 36,524 3 07 36 5 051,Gorkha,Uhiya,t,t,512,1.04296875,534,t,1.04296875,,854,
524 3 07 36,524 3 07 36 5 046,Gorkha,Kerauja,t,t,844,1.0627962085308056,897,t,1.0627962085308056,,1546,
524 2 04 22,524 2 04 22 5 051,Dolakha,Bulung,t,t,607,1.1515650741350907,699,t,1.1515650741350907,,1020,
524 2 05 23,524 2 05 23 5 070,Sindhupalchok,Baruwa,t,t,1303,0.63161933998465081,823,t,0.63161933998465081,,974,
524 2 06 31,524 2 06 31 5 040,Makwanpur,Fakhel,t,t,1089,0.55280073461891643,602,t,0.55280073461891643,,2022,
524 2 05 23,524 2 05 23 5 022,Sindhupalchok,Atarpur,t,t,1039,0.44658325312800767,464,t,0.44658325312800767,,928,
524 2 05 23,524 2 05 23 5 006,Sindhupalchok,Tatopani,t,t,3198,0.87898686679174487,2811,t,0.87898686679174487,,3466,
524 2 05 25,524 2 05 25 5 008,Lalitpur,Bhardev,t,t,111,,,f,-1,,860,
524 2 04 21,524 2 04 21 5 033,Ramechhap,Dimipokhari,t,t,643,,,f,-1,,1452,
524 2 05 24,524 2 05 24 5 063,Kavrepalanchok,Kalati Bhumidanda,t,t,844,,,f,-1,,1532,
524 2 04 21,524 2 04 21 5 027,Ramechhap,Namadi,t,t,879,,,f,-1,,1654,
524 3 07 36,524 3 07 36 5 038,Gorkha,Chhekampar,t,t,249,1.0803212851405624,269,t,1.0803212851405624,,526,
524 2 05 23,524 2 05 23 5 014,Sindhupalchok,Piskar,t,t,1186,1.0961214165261384,1300,t,1.0961214165261384,,1076,
524 2 05 28,524 2 05 28 5 056,Nuwakot,Bhalche,t,t,754,1.290450928381963,973,t,1.290450928381963,,1508,
524 3 07 36,524 3 07 36 5 040,Gorkha,Lho,t,t,282,1.0709219858156029,302,t,1.0709219858156029,,512,
524 2 04 22,524 2 04 22 5 044,Dolakha,Tamchet Dudhpokhari,t,t,659,0.45523520485584218,300,t,0.45523520485584218,,1192,
524 2 05 28,524 2 05 28 5 060,Nuwakot,Salme,t,t,422,1.3293838862559242,561,t,1.3293838862559242,,844,
524 2 06 31,524 2 06 31 5 036,Makwanpur,Chitlang,t,t,922,0.68004338394793928,627,t,0.68004338394793928,,2344,
524 2 04 22,524 2 04 22 5 046,Dolakha,Magapauwa,t,t,1261,0.73195876288659789,923,t,0.73195876288659789,,1560,
524 3 07 36,524 3 07 36 5 065,Gorkha,Barpak,t,t,1360,1.0713235294117647,1457,t,1.0713235294117647,,2138,
524 2 04 22,524 2 04 22 5 027,Dolakha,Lamabagar,t,t,568,1.0088028169014085,573,t,1.0088028169014085,,1072,
524 2 04 22,524 2 04 22 5 021,Dolakha,Gauri Sankar,t,t,400,1.1725000000000001,469,t,1.1725000000000001,,574,
524 3 07 36,524 3 07 36 5 039,Gorkha,Chumchet,t,t,235,1.0638297872340425,250,t,1.0638297872340425,,532,
524 2 04 22,524 2 04 22 5 045,Dolakha,Katakuti,t,t,1199,1.085070892410342,1301,t,1.085070892410342,,1910,
524 2 05 29,524 2 05 29 5 013,Rasuwa,Timure,t,t,105,1.9047619047619047,200,t,1.9047619047619047,,260,
524 2 05 30,524 2 05 30 5 020,Dhading,Tipling,t,t,653,1,653,t,1,,928,
524 2 05 23,524 2 05 23 5 073,Sindhupalchok,Kiwool,t,t,1747,0.55809959931310815,975,t,0.55809959931310815,,1528,
524 2 04 22,524 2 04 22 5 033,Dolakha,Suspa Kshyamawati,t,t,629,1.7837837837837838,1122,t,1.7837837837837838,,1728,
524 2 04 22,524 2 04 22 5 025,Dolakha,Dandakharka,t,t,1287,0.38850038850038848,500,t,0.38850038850038848,,1892,
524 3 07 36,524 3 07 36 5 042,Gorkha,Samagaun,t,t,198,1.1111111111111112,220,t,1.1111111111111112,,394,
524 2 04 21,524 2 04 21 5 011,Ramechhap,Bhujee,t,t,600,0.995,597,t,0.995,,1076,
524 2 04 22,524 2 04 22 5 003,Dolakha,Jiri,t,t,4500,0.41222222222222221,1855,t,0.41222222222222221,,3798,
524 2 05 29,524 2 05 29 5 017,Rasuwa,Syafru,t,t,735,1.3605442176870748,1000,t,1.3605442176870748,,1242,
524 2 05 30,524 2 05 30 5 017,Dhading,Lapa,t,t,1368,0.99415204678362568,1360,t,0.99415204678362568,,1706,
524 2 04 21,524 2 04 21 5 019,Ramechhap,Chuchure,t,t,0,1,484,t,1,,1170,
524 2 04 21,524 2 04 21 5 051,Ramechhap,Doramba,t,t,308,,,f,-1,,1588,
524 2 05 24,524 2 05 24 5 053,Kavrepalanchok,Chyasing Kharka,t,t,611,,,f,-1,,1222,
524 2 05 23,524 2 05 23 5 031,Sindhupalchok,Gloche,t,t,716,2.5558659217877095,1830,t,2.5558659217877095,,1462,
524 2 04 22,524 2 04 22 5 023,Dolakha,Marbu,t,t,786,0.72137404580152675,567,t,0.72137404580152675,,662,
524 2 04 22,524 2 04 22 5 036,Dolakha,Lapilang,t,t,1551,0.9297227595099935,1442,t,0.9297227595099935,,2412,
524 2 05 30,524 2 05 30 5 016,Dhading,Jharlang,t,t,966,1.0020703933747412,968,t,1.0020703933747412,,1540,
524 2 05 29,524 2 05 29 5 014,Rasuwa,Thuman,t,t,298,0.67114093959731547,200,t,0.67114093959731547,,478,
524 2 05 23,524 2 05 23 5 004,Sindhupalchok,Marming,t,t,682,1.0586510263929618,722,t,1.0586510263929618,,1436,
524 2 05 23,524 2 05 23 5 051,Sindhupalchok,Hagam,t,t,1945,1.1619537275064267,2260,t,1.1619537275064267,,1636,
524 2 05 23,524 2 05 23 5 011,Sindhupalchok,Jethal,t,t,1468,0.068119891008174394,100,t,0.068119891008174394,,1240,
524 3 07 36,524 3 07 36 5 048,Gorkha,Lapu,t,t,522,1.024904214559387,535,t,1.024904214559387,,900,
524 2 04 22,524 2 04 22 5 034,Dolakha,Babare,t,t,937,1.1494130202774813,1077,t,1.1494130202774813,,1588,
524 2 05 24,524 2 05 24 5 044,Kavrepalanchok,Simalchour Syampati,t,t,952,0.61554621848739499,586,t,0.61554621848739499,,1664,
524 2 04 21,524 2 04 21 5 018,Ramechhap,Bamti Bhandar,t,t,857,0.70478413068844803,604,t,0.70478413068844803,,1478,
524 2 05 26,524 2 05 26 5 004,Bhaktapur,Nagarkot,t,t,434,9.8133640552995391,4259,t,9.8133640552995391,,1946,
524 2 05 29,524 2 05 29 5 015,Rasuwa,Langtang,t,t,197,1.015228426395939,200,t,1.015228426395939,,304,
524 1 03 13,524 1 03 13 5 035,Okhaldhunga,Thakle,t,f,569,,,f,-4,,222,882
524 1 03 13,524 1 03 13 5 036,Okhaldhunga,Toksel,t,f,585,,,f,-4,,468,708
524 1 03 13,524 1 03 13 5 037,Okhaldhunga,Sisneri,t,f,1022,,,f,-4,,990,728
524 1 03 13,524 1 03 13 5 038,Okhaldhunga,Katunje,t,t,1812,,,f,-1,,1346,506
524 1 03 13,524 1 03 13 5 039,Okhaldhunga,Mulkharka,t,t,711,,,f,-1,,1198,298
524 1 03 13,524 1 03 13 5 040,Okhaldhunga,Chyanam,t,f,838,,,f,-4,,760,478
524 1 03 13,524 1 03 13 5 041,Okhaldhunga,Balakhu,t,f,810,,,f,-4,,714,956
524 1 03 13,524 1 03 13 5 043,Okhaldhunga,Kalikadevi,t,t,490,,,f,-1,,512,322
524 1 03 13,524 1 03 13 5 044,Okhaldhunga,Palapu,t,f,1097,,,f,-4,,780,1112
524 1 03 13,524 1 03 13 5 046,Okhaldhunga,Fulbari,t,f,1010,,,f,-4,,1060,492
524 1 03 13,524 1 03 13 5 048,Okhaldhunga,Narmedeshwor,t,f,384,,,f,-4,,104,540
524 1 03 13,524 1 03 13 5 050,Okhaldhunga,Singhadevi,t,f,580,,,f,-4,,198,712
524 1 03 13,524 1 03 13 5 052,Okhaldhunga,Yasam,t,f,664,,,f,-4,,470,700
524 1 03 13,524 1 03 13 5 054,Okhaldhunga,Andheri Narayansthan,t,f,0,1,,f,-4,,786,428
524 1 03 13,524 1 03 13 5 056,Okhaldhunga,Ketuke,t,f,1133,,,f,-4,,1186,164
524 2 04 20,524 2 04 20 3 001,Sindhuli,Kamalamai Municipality,t,f,0,1,,f,-4,,296,18312
524 2 04 20,524 2 04 20 5 001,Sindhuli,Khang Sang,t,t,468,,,f,-1,,334,686
524 2 04 20,524 2 04 20 5 002,Sindhuli,Kholagaun,t,f,504,,,f,-4,,782,274
524 2 04 20,524 2 04 20 5 004,Sindhuli,Ratnawati,t,f,561,,,f,-4,,870,116
524 2 04 20,524 2 04 20 5 005,Sindhuli,Solpathana,t,t,454,,,f,-1,,396,394
524 2 04 20,524 2 04 20 5 006,Sindhuli,Sunam Pokhari,t,f,0,1,,f,-4,,356,548
524 2 04 20,524 2 04 20 5 007,Sindhuli,Arunthakur,t,f,259,,,f,-4,,642,1378
524 2 04 20,524 2 04 20 5 009,Sindhuli,Kakur Thakur,t,f,258,,,f,-4,,290,1700
524 2 04 20,524 2 04 20 5 012,Sindhuli,Bahuntilpung,t,t,538,,,f,-1,,624,494
524 2 04 20,524 2 04 20 5 014,Sindhuli,Jinakhu,t,f,0,1,,f,-4,,924,974
524 2 04 20,524 2 04 20 5 015,Sindhuli,Lampantar,t,f,0,1,,f,-4,,150,2152
524 2 04 20,524 2 04 20 5 017,Sindhuli,Ambote,t,f,0,1,,f,-4,,872,670
524 2 04 20,524 2 04 20 5 018,Sindhuli,Tosramkhola,t,t,347,,,f,-1,,468,192
524 2 04 20,524 2 04 20 5 020,Sindhuli,Ranichuri,t,f,0,1,,f,-4,,1178,2192
524 2 04 20,524 2 04 20 5 022,Sindhuli,Bitijor Bagaiya,t,t,408,,,f,-1,,256,442
524 2 04 20,524 2 04 20 5 023,Sindhuli,Baseshwor,t,f,701,,,f,-4,,346,894
524 2 04 20,524 2 04 20 5 024,Sindhuli,Bhuwaneshori Gwaltar,t,f,788,,,f,-4,,124,618
524 2 04 20,524 2 04 20 5 025,Sindhuli,Dudbhanjyang,t,f,633,,,f,-4,,434,624
524 2 04 20,524 2 04 20 5 026,Sindhuli,Ratanchura,t,f,454,,,f,-4,,578,518
524 2 04 20,524 2 04 20 5 027,Sindhuli,Tinkanya,t,t,610,,,f,-1,,932,678
524 2 04 20,524 2 04 20 5 028,Sindhuli,Balajor,t,f,379,,,f,-4,,552,916
524 2 04 20,524 2 04 20 5 030,Sindhuli,Bhimsthan,t,f,350,,,f,-4,,210,2110
524 2 04 20,524 2 04 20 5 032,Sindhuli,Jarayotar,t,f,322,,,f,-4,,230,2620
524 2 04 20,524 2 04 20 5 034,Sindhuli,Bhadrakali,t,f,765,,,f,-4,,898,798
524 2 04 20,524 2 04 20 5 036,Sindhuli,Bhimeshwor,t,f,846,,,f,-4,,142,776
524 2 04 20,524 2 04 20 5 038,Sindhuli,Mahadevsthan,t,f,1017,,,f,-4,,708,1910
524 2 04 20,524 2 04 20 5 040,Sindhuli,Kapilakot,t,f,860,,,f,-4,,300,3634
524 2 04 20,524 2 04 20 5 044,Sindhuli,Jhangajholi Ratmata,t,f,702,,,f,-4,,362,2026
524 2 04 20,524 2 04 20 5 045,Sindhuli,Amale,t,f,363,,,f,-4,,316,514
524 2 04 20,524 2 04 20 5 046,Sindhuli,Bastipur,t,f,207,,,f,-4,,754,336
524 2 04 20,524 2 04 20 5 047,Sindhuli,Netrakali,t,f,993,,,f,-4,,734,478
524 2 04 20,524 2 04 20 5 048,Sindhuli,Santeswori (Rampur),t,f,487,,,f,-4,,340,552
